Sample	Population code	Population	Superpopulation code	Superpopulation	Source	Latitude	Longitude	Region	Sample Alias	Country	Town	Single_Ancestry	k7_EUR	k7_AHG	k7_WAS	k7_NAT	k7_EAS	k7_SAS	k7_AFR	k8_EUR	k8_AFR	k8_NAT	k8_EAS	k8_SAS	k8_AHG	k8_OCE	k8_WAS	k6_AHG	k6_EAS	k6_NAT	k6_AFR	k6_EUR	k6_SAS	Panel
HG00232	GBR	British	EUR	European	1kG	54.003659999999996	-2.5478549999999998	Cornwall and Kent (England) and Orkney and Argyll & Bute (Scotland)				1	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	EUR
HG00233	GBR	British	EUR	European	1kG	54.003659999999996	-2.5478549999999998	Cornwall and Kent (England) and Orkney and Argyll & Bute (Scotland)				1	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.999426	1e-05	1e-05	1e-05	1e-05	1e-05	0.00029	0.000234	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	EUR
HG00234	GBR	British	EUR	European	1kG	54.003659999999996	-2.5478549999999998	Cornwall and Kent (England) and Orkney and Argyll & Bute (Scotland)				1	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	EUR
HG00235	GBR	British	EUR	European	1kG	54.003659999999996	-2.5478549999999998	Cornwall and Kent (England) and Orkney and Argyll & Bute (Scotland)				1	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	EUR
HG00236	GBR	British	EUR	European	1kG	54.003659999999996	-2.5478549999999998	Cornwall and Kent (England) and Orkney and Argyll & Bute (Scotland)				1	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.1e-05	1e-05	1e-05	1e-05	0.999949	1e-05	EUR
HG00237	GBR	British	EUR	European	1kG	54.003659999999996	-2.5478549999999998	Cornwall and Kent (England) and Orkney and Argyll & Bute (Scotland)				1	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	EUR
HG00238	GBR	British	EUR	European	1kG	54.003659999999996	-2.5478549999999998	Cornwall and Kent (England) and Orkney and Argyll & Bute (Scotland)				1	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.001889	1e-05	0.9980709999999999	1e-05	EUR
HG00239	GBR	British	EUR	European	1kG	54.003659999999996	-2.5478549999999998	Cornwall and Kent (England) and Orkney and Argyll & Bute (Scotland)				1	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	EUR
HG00240	GBR	British	EUR	European	1kG	54.003659999999996	-2.5478549999999998	Cornwall and Kent (England) and Orkney and Argyll & Bute (Scotland)				1	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	EUR
HG00242	GBR	British	EUR	European	1kG	54.003659999999996	-2.5478549999999998	Cornwall and Kent (England) and Orkney and Argyll & Bute (Scotland)				1	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	EUR
HG00243	GBR	British	EUR	European	1kG	54.003659999999996	-2.5478549999999998	Cornwall and Kent (England) and Orkney and Argyll & Bute (Scotland)				1	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	EUR
HG00244	GBR	British	EUR	European	1kG	54.003659999999996	-2.5478549999999998	Cornwall and Kent (England) and Orkney and Argyll & Bute (Scotland)				1	0.9717899999999999	1e-05	0.02816	1e-05	1e-05	1e-05	1e-05	0.9714389999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.028501	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	
HG00245	GBR	British	EUR	European	1kG	54.003659999999996	-2.5478549999999998	Cornwall and Kent (England) and Orkney and Argyll & Bute (Scotland)				1	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	EUR
HG00246	GBR	British	EUR	European	1kG	54.003659999999996	-2.5478549999999998	Cornwall and Kent (England) and Orkney and Argyll & Bute (Scotland)				1	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.0017690000000000002	1e-05	0.9981909999999999	1e-05	EUR
HG00250	GBR	British	EUR	European	1kG	54.003659999999996	-2.5478549999999998	Cornwall and Kent (England) and Orkney and Argyll & Bute (Scotland)				1	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	EUR
HG00251	GBR	British	EUR	European	1kG	54.003659999999996	-2.5478549999999998	Cornwall and Kent (England) and Orkney and Argyll & Bute (Scotland)				1	0.998799	1e-05	0.001151	1e-05	1e-05	1e-05	1e-05	0.998613	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.001327	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	EUR
HG00252	GBR	British	EUR	European	1kG	54.003659999999996	-2.5478549999999998	Cornwall and Kent (England) and Orkney and Argyll & Bute (Scotland)				1	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	EUR
HG00253	GBR	British	EUR	European	1kG	54.003659999999996	-2.5478549999999998	Cornwall and Kent (England) and Orkney and Argyll & Bute (Scotland)				1	0.9935729999999999	1e-05	0.006377000000000001	1e-05	1e-05	1e-05	1e-05	0.9924790000000001	1e-05	1e-05	1e-05	1.4999999999999999e-05	1e-05	1e-05	0.007455	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	EUR
HG00254	GBR	British	EUR	European	1kG	54.003659999999996	-2.5478549999999998	Cornwall and Kent (England) and Orkney and Argyll & Bute (Scotland)				1	0.987082	1e-05	0.012868000000000001	1e-05	1e-05	1e-05	1e-05	0.9868959999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.013044	1e-05	1e-05	4.9e-05	1e-05	0.9999110000000001	1e-05	
HG00255	GBR	British	EUR	European	1kG	54.003659999999996	-2.5478549999999998	Cornwall and Kent (England) and Orkney and Argyll & Bute (Scotland)				1	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999290000000001	1e-05	1e-05	1e-05	1.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	EUR
HG00256	GBR	British	EUR	European	1kG	54.003659999999996	-2.5478549999999998	Cornwall and Kent (England) and Orkney and Argyll & Bute (Scotland)				1	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.1e-05	1e-05	0.999949	1e-05	EUR
HG00257	GBR	British	EUR	European	1kG	54.003659999999996	-2.5478549999999998	Cornwall and Kent (England) and Orkney and Argyll & Bute (Scotland)				1	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	EUR
HG00258	GBR	British	EUR	European	1kG	54.003659999999996	-2.5478549999999998	Cornwall and Kent (England) and Orkney and Argyll & Bute (Scotland)				1	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.1e-05	1e-05	1e-05	1e-05	0.999949	1e-05	EUR
HG00259	GBR	British	EUR	European	1kG	54.003659999999996	-2.5478549999999998	Cornwall and Kent (England) and Orkney and Argyll & Bute (Scotland)				1	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	EUR
HG00260	GBR	British	EUR	European	1kG	54.003659999999996	-2.5478549999999998	Cornwall and Kent (England) and Orkney and Argyll & Bute (Scotland)				1	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	EUR
HG00261	GBR	British	EUR	European	1kG	54.003659999999996	-2.5478549999999998	Cornwall and Kent (England) and Orkney and Argyll & Bute (Scotland)				1	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	EUR
HG00262	GBR	British	EUR	European	1kG	54.003659999999996	-2.5478549999999998	Cornwall and Kent (England) and Orkney and Argyll & Bute (Scotland)				1	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	EUR
HG00263	GBR	British	EUR	European	1kG	54.003659999999996	-2.5478549999999998	Cornwall and Kent (England) and Orkney and Argyll & Bute (Scotland)				1	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	EUR
HG00264	GBR	British	EUR	European	1kG	54.003659999999996	-2.5478549999999998	Cornwall and Kent (England) and Orkney and Argyll & Bute (Scotland)				1	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	EUR
HG00265	GBR	British	EUR	European	1kG	54.003659999999996	-2.5478549999999998	Cornwall and Kent (England) and Orkney and Argyll & Bute (Scotland)				1	0.9999399999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	EUR
HG00266	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.942659	1e-05	1e-05	0.014322	0.042979	1e-05	1e-05	0.942749	1e-05	0.014256	0.042945	1e-05	1e-05	1e-05	1e-05	1e-05	0.043784	0.02766	1e-05	0.9285260000000001	1e-05	
HG00267	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.940184	1e-05	1e-05	0.012067	0.047708999999999994	1e-05	1e-05	0.940377	1e-05	0.012105	0.047468	1e-05	1e-05	1e-05	1e-05	1e-05	0.053361	0.023319	1e-05	0.9232899999999999	1e-05	
HG00268	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.9679979999999999	1e-05	1e-05	0.008844	0.023118	1e-05	1e-05	0.9679719999999999	1.2e-05	0.008714	0.023261	1e-05	1e-05	1e-05	1e-05	1e-05	0.027337	0.020021	1e-05	0.9526120000000001	1e-05	
HG00269	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.9514969999999999	1e-05	1e-05	0.011168	0.037295	1e-05	1e-05	0.9514950000000001	1e-05	0.011118000000000001	0.037337	1e-05	1e-05	1e-05	1e-05	1e-05	0.042564	0.023597999999999997	1e-05	0.933809	1e-05	
HG00271	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.928793	1e-05	1e-05	0.011399	0.059767999999999995	1e-05	1e-05	0.9289120000000001	1e-05	0.011278	0.05976	1e-05	1e-05	1e-05	1e-05	1e-05	0.06729199999999999	0.023584	1e-05	0.9090940000000001	1e-05	
HG00272	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.9231	1e-05	1e-05	0.017082	0.059777	1e-05	1e-05	0.923208	1e-05	0.017093	0.059648	1e-05	1e-05	1e-05	1e-05	1e-05	0.066616	0.028613999999999997	1e-05	0.90474	1e-05	
HG00273	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.956247	1e-05	1e-05	0.006651000000000001	0.037062	1e-05	1e-05	0.95625	1e-05	0.006541	0.037159	1e-05	1e-05	1e-05	1e-05	1e-05	0.041618	0.016788	1e-05	0.941564	1e-05	
HG00274	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.956053	1e-05	1e-05	0.009937	0.03397	1e-05	1e-05	0.956046	1e-05	0.009844	0.03406	1e-05	1e-05	1e-05	1e-05	1e-05	0.03755	0.022435	1e-05	0.9399850000000001	1e-05	
HG00275	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.9697040000000001	1e-05	1e-05	0.006455	0.023801	1e-05	1e-05	0.969716	1e-05	0.006461	0.023773	1e-05	1e-05	1e-05	1e-05	1e-05	0.029117	0.015744	1e-05	0.955109	1e-05	
HG00276	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.946766	1e-05	1e-05	0.016625	0.036569	1e-05	1e-05	0.9468989999999999	1e-05	0.016590999999999998	0.03646	1e-05	1e-05	1e-05	1e-05	1e-05	0.041997	0.028867	1e-05	0.929105	1e-05	
HG00277	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.969332	1e-05	1e-05	0.004893	0.025735	1e-05	1e-05	0.969418	1e-05	0.004967	0.025565	1.1e-05	1e-05	1e-05	1e-05	1e-05	0.029124	0.015585	1e-05	0.955261	1e-05	
HG00278	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.9502729999999999	1e-05	1e-05	0.014796	0.034891000000000005	1e-05	1e-05	0.9502879999999999	1e-05	0.014724000000000001	0.034938	1e-05	1e-05	1e-05	1e-05	1e-05	0.039595	0.026614	1e-05	0.93376	1e-05	
HG00280	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.9496129999999999	1e-05	1e-05	0.013188	0.037159	1e-05	1e-05	0.9496129999999999	1e-05	0.013081	0.037257	1e-05	1e-05	1e-05	1e-05	1e-05	0.042963999999999995	0.025563	1e-05	0.931443	1e-05	
HG00281	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.9441940000000001	1e-05	1e-05	0.018491	0.037275	1e-05	1e-05	0.944422	1e-05	0.018541	0.036986	1e-05	1e-05	1e-05	1e-05	1e-05	0.042818	0.031181999999999998	1e-05	0.9259700000000001	1e-05	
HG00282	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.950549	1e-05	1e-05	0.007026	0.042385	1e-05	1e-05	0.950585	1e-05	0.006944	0.042421	1e-05	1e-05	1e-05	1e-05	1e-05	0.050616	0.015754	1e-05	0.933599	1e-05	
HG00284	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.953974	1e-05	1e-05	0.017546	0.028441	1e-05	1e-05	0.954032	1e-05	0.017471	0.028447000000000004	1e-05	1e-05	1e-05	1e-05	1e-05	0.032477	0.029881	1e-05	0.9376120000000001	1e-05	
HG00285	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.937958	1e-05	1e-05	0.012499	0.049503	1e-05	1e-05	0.93799	1e-05	0.012419	0.049541	1e-05	1e-05	1e-05	1e-05	1e-05	0.055557	0.024474	1e-05	0.919939	1e-05	
HG00288	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.943593	1e-05	1e-05	0.019530000000000002	0.036838	1e-05	1e-05	0.943627	1e-05	0.019397	0.036926	1e-05	1e-05	1e-05	1e-05	1e-05	0.042732	0.031567000000000005	1e-05	0.9256719999999999	1e-05	
HG00290	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.936025	1e-05	1e-05	0.01818	0.045755000000000004	1e-05	1e-05	0.9361290000000001	1e-05	0.018191	0.045629	1e-05	1e-05	1e-05	1e-05	1e-05	0.052842999999999994	0.029206	1e-05	0.9179209999999999	1e-05	
HG00304	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.9478190000000001	1e-05	1e-05	0.013378	0.038763	1e-05	1e-05	0.947859	1e-05	0.013362	0.038605	1e-05	1e-05	0.000135	1e-05	1e-05	0.04514	0.02367	1e-05	0.93116	1e-05	
HG00306	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.95342	1e-05	1e-05	0.015911	0.030629000000000003	1e-05	1e-05	0.9534100000000001	1e-05	0.015852	0.030688	1e-05	1e-05	1e-05	1e-05	1e-05	0.034238	0.026217	1e-05	0.939515	1e-05	
HG00308	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.937918	1e-05	1e-05	0.017334	0.044708	1e-05	1e-05	0.938092	1e-05	0.017372	0.044483999999999996	1.2e-05	1e-05	1e-05	1e-05	1e-05	0.05041	0.028497	1e-05	0.921063	1e-05	
HG00309	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.9498059999999999	1e-05	1e-05	0.005999	0.044155	1e-05	1e-05	0.949816	1e-05	0.005814	0.04432	1e-05	1e-05	1e-05	1e-05	1e-05	0.048569	0.017741	1e-05	0.93366	1e-05	
HG00310	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.9677209999999999	1e-05	1e-05	0.008415	0.023824	1e-05	1e-05	0.9677049999999999	1e-05	0.008274	0.023971	1e-05	1e-05	1e-05	1e-05	1e-05	0.028652999999999998	0.017823	1e-05	0.9534940000000001	1e-05	
HG00311	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.978039	1e-05	1e-05	0.003204	0.018716999999999998	1e-05	1e-05	0.9779180000000001	1e-05	0.003084	0.018948	1e-05	1e-05	1e-05	1e-05	1e-05	0.023786	0.009918000000000001	1e-05	0.966266	1e-05	
HG00313	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.9350229999999999	1e-05	1e-05	0.015091	0.049847	1e-05	1e-05	0.935089	1e-05	0.015022	0.049838	1e-05	1e-05	1e-05	1e-05	1e-05	0.057203	0.02518	1e-05	0.917587	1e-05	
HG00315	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.9425790000000001	1e-05	1e-05	0.015685	0.041696	1e-05	1e-05	0.942681	1e-05	0.015614	0.041655000000000005	1e-05	1e-05	1e-05	1e-05	1e-05	0.045426	0.026368	1e-05	0.928176	1e-05	
HG00318	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.963527	1e-05	1e-05	0.0119	0.024533000000000003	1e-05	1e-05	0.963556	1e-05	0.011795	0.0246	1e-05	1e-05	1e-05	1e-05	1e-05	0.029519	0.021909	1e-05	0.948543	1e-05	
HG00319	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.943723	1e-05	1e-05	0.017147	0.03909	1e-05	1e-05	0.943886	1e-05	0.017204	0.038860000000000006	1e-05	1e-05	1e-05	1e-05	1e-05	0.04386	0.029267	1e-05	0.926844	1e-05	
HG00320	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.953334	1e-05	1e-05	0.009788	0.036838	1e-05	1e-05	0.953401	1e-05	0.009729999999999999	0.036818000000000004	1e-05	1e-05	1e-05	1e-05	1e-05	0.041611	0.019688	1e-05	0.9386709999999999	1e-05	
HG00321	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.939575	1e-05	1e-05	0.014722	0.045663	1e-05	1e-05	0.939715	1e-05	0.014615000000000001	0.04562	1e-05	1e-05	1e-05	1e-05	1e-05	0.052453999999999994	0.025838999999999997	1e-05	0.9216770000000001	1e-05	
HG00323	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.9453309999999999	1e-05	1e-05	0.012865999999999999	0.041763	1e-05	1e-05	0.9453379999999999	1e-05	0.01275	0.041862	1e-05	1e-05	1e-05	1e-05	1e-05	0.046881	0.025333	1e-05	0.9277549999999999	1e-05	
HG00324	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.952664	1e-05	1e-05	0.015871	0.031425	1e-05	1e-05	0.9527690000000001	1e-05	0.015813999999999998	0.031367	1e-05	1e-05	1e-05	1e-05	1e-05	0.037629	0.029743000000000002	1e-05	0.9325979999999999	1e-05	
HG00325	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.9336049999999999	1e-05	1e-05	0.016579	0.049776	1e-05	1e-05	0.933623	1e-05	0.016538999999999998	0.049788	1e-05	1e-05	1e-05	1e-05	1e-05	0.057509000000000005	0.029149	1e-05	0.9133110000000001	1e-05	
HG00326	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.9520629999999999	1e-05	1e-05	0.012858000000000001	0.035039	1e-05	1e-05	0.95214	1e-05	0.012836000000000002	0.034974	1e-05	1e-05	1e-05	1e-05	1e-05	0.041328	0.024422	1e-05	0.93422	1e-05	
HG00327	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.947224	1e-05	1e-05	0.014599	0.038137	1e-05	1e-05	0.9472389999999999	1e-05	0.014532	0.038179000000000005	1e-05	1e-05	1e-05	1e-05	1e-05	0.043177	0.026753	1e-05	0.93004	1e-05	
HG00328	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.959116	1e-05	1e-05	0.0076230000000000004	0.033221	1e-05	1e-05	0.959217	1e-05	0.007606999999999999	0.033125999999999996	1e-05	1e-05	1e-05	1e-05	1e-05	0.038129	0.020247	1e-05	0.941594	1e-05	
HG00329	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.965901	1e-05	1e-05	0.002816	0.031243	1e-05	1e-05	0.9659639999999999	1e-05	0.002684	0.031301999999999996	1e-05	1e-05	1e-05	1e-05	1e-05	0.033463	0.012988	1e-05	0.95352	1e-05	
HG00330	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.9562299999999999	1e-05	1e-05	0.011505	0.032225	1e-05	1e-05	0.956341	1e-05	0.011482	0.032126999999999996	1e-05	1e-05	1e-05	1e-05	1e-05	0.039432999999999996	0.021131	1e-05	0.939407	1e-05	
HG00331	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.947506	1e-05	1e-05	0.014759999999999999	0.037694	1e-05	1e-05	0.947602	1e-05	0.014747	0.037601	1e-05	1e-05	1e-05	1e-05	1e-05	0.042501	0.025752999999999998	1e-05	0.931715	1e-05	
HG00332	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.944707	1e-05	1e-05	0.008854	0.046399	1e-05	1e-05	0.9447690000000001	1e-05	0.008845	0.046336	1e-05	1e-05	1e-05	1e-05	1e-05	0.051438	0.018423	1e-05	0.930109	1e-05	
HG00334	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.965513	1e-05	1e-05	0.010497	0.023949	1e-05	1e-05	0.965592	1e-05	0.010443000000000001	0.023915000000000002	1e-05	1e-05	1e-05	1e-05	1e-05	0.028588	0.019999	1e-05	0.951384	1e-05	
HG00335	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.963467	1e-05	1e-05	0.010442	0.026050999999999998	1e-05	1e-05	0.963549	1e-05	0.010562	0.025838999999999997	1e-05	1e-05	1e-05	1e-05	1e-05	0.032543	0.018553	1e-05	0.948874	1e-05	
HG00336	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.947635	1e-05	1e-05	0.008325	0.044	1e-05	1e-05	0.947557	1e-05	0.008203	0.04419	1e-05	1e-05	1e-05	1e-05	1e-05	0.049839999999999995	0.019655000000000002	1e-05	0.930475	1e-05	
HG00337	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.964873	1e-05	1e-05	0.008754000000000001	0.026331999999999998	1e-05	1e-05	0.964937	1e-05	0.008766	0.026246	1e-05	1e-05	1e-05	1e-05	1e-05	0.032088	0.015619999999999998	1e-05	0.952262	1e-05	
HG00338	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.9622229999999999	1e-05	1e-05	0.004921	0.032815	1e-05	1e-05	0.962332	1e-05	0.0048270000000000006	0.032791	1e-05	1e-05	1e-05	1e-05	1e-05	0.039011000000000004	0.015108000000000002	1e-05	0.945851	1e-05	
HG00339	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.955843	1e-05	1e-05	0.007409000000000001	0.036708	1e-05	1e-05	0.956003	1e-05	0.007403	0.036544	1e-05	1e-05	1e-05	1e-05	1e-05	0.043123	0.016319	1e-05	0.940528	1e-05	
HG00341	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.944916	1e-05	1e-05	0.008395999999999999	0.028704	0.014356	0.0036079999999999997	0.944189	0.003462	0.00824	0.028627	0.015452	1e-05	1e-05	1e-05	1e-05	0.031486	0.016832	0.002059	0.946292	0.003321	
HG00342	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.938493	1e-05	1e-05	0.011503	0.049964	1e-05	1e-05	0.938635	1e-05	0.011511	0.049804	1e-05	1e-05	1e-05	1e-05	1.1e-05	0.057289	0.024486	1e-05	0.9181940000000001	1e-05	
HG00343	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.953255	1e-05	1e-05	0.012374	0.034331	1e-05	1e-05	0.953448	1e-05	0.012451	0.034051	1e-05	1e-05	1e-05	1e-05	1e-05	0.041576	0.022727	1e-05	0.935667	1e-05	
HG00344	FIN	Finnish	EUR	European	1kG	64.49884603	26.274665600000002					1	0.982535	1e-05	1e-05	1e-05	0.017415	1e-05	1e-05	0.982614	1e-05	1e-05	0.017325999999999998	1e-05	1e-05	1e-05	1e-05	1e-05	0.019881	0.006465	1e-05	0.9736239999999999	1e-05	
